,latitude,longitude,bounding_box,class
3109,27.61710275629796,75.1219966618447,"75.12198023250315,27.617138881888796,75.12201309118626,27.61706663070713",Albizia procera
3110,27.536586423594485,75.36466740171497,"75.36463649455072,27.53661923042992,75.36469830887921,27.53655361675905",Ailanthus excelsa
3111,27.486115575084536,75.19004540698995,"75.19002109903543,27.48614494907594,75.19006971494447,27.486086201093133",Prosopis cineraria
3112,27.486284811410503,75.19007290299591,"75.19004606427347,27.486314188861822,75.19009974171834,27.486255433959194",Prosopis cineraria
3113,27.54364531519793,75.30659588896404,"75.3065501149817,27.543688298301717,75.30664166294639,27.543602332094146",Prosopis cineraria
3114,27.543774132550425,75.30651838612081,"75.30648907026357,27.54381707933631,75.30654770197808,27.543731185764535",Moringa oleifera
3115,27.574161820870174,75.408229184996,"75.40814210752474,27.57424332629251,75.40831626246727,27.574080315447834",Ficus benghalensis
3116,27.57431321874537,75.40816674370275,"75.40815381370382,27.574326798324314,75.40817967370168,27.574299639166433",Dalbergia sissoo
3117,25.77279191058736,71.4170592271735,"71.41702345842585,25.772825221032242,71.41709499592113,25.77275860014247",prosopis juliflora
3118,27.57728987434732,75.15197743056328,"75.15194170412336,27.57732602476699,75.1520131570032,27.577253723927658",Mangifera indica
3119,25.773212767005475,71.41820936086333,"71.41817759457915,25.77324375489866,71.4182411271475,25.773181779112285",Morus Alba
3120,27.477404275856287,75.42777600664223,"75.42775298576345,27.477422402256842,75.427799027521,27.477386149455732",Morus Alba
3121,27.47716446270207,75.4279632865524,"75.42794817348224,27.477182564826176,75.42797839962255,27.47714636057797",Azadirachta indica
3122,27.505362895214454,75.34734714793748,"75.3473171721242,27.505388925111717,75.34737712375075,27.505336865317194",Prosopis cineraria
3123,25.771052708573187,71.4010968955722,"71.40106948437344,25.7710836210488,71.40112430677095,25.77102179609758",prosopis juliflora
3124,25.77108145702668,71.40120057581132,"71.40118923637694,25.771090669400834,71.40121191524568,25.771072244652526",prosopis juliflora
3125,27.47667258103909,75.42681633827695,"75.42678609884389,27.47670539964514,75.42684657771002,27.47663976243304",Azadirachta indica
3126,27.47657893968073,75.42680901857162,"75.42678127048387,27.47660159433271,75.42683676665938,27.476556285028757",Azadirachta indica
3127,27.36558101928406,75.41171052785116,"75.41168061715763,27.36561044845631,75.41174043854468,27.365551590111814",Ailanthus excelsa
3128,27.52647069618973,75.31580679333038,"75.31579101254106,27.526485402262768,75.31582257411972,27.526455990116688",Ailanthus excelsa
3129,27.52655758280445,75.31580957324931,"75.31577863165741,27.52658247962451,75.3158405148412,27.5265326859844",Azadirachta indica
3130,25.771271934209143,71.39916044513825,"71.39910390584797,25.77132588976607,71.39921698442852,25.77121797865222",Azadirachta indica
3131,27.53746585182212,75.36237704133208,"75.36235305146836,27.537485098423712,75.36240103119579,27.53744660522053",Vachellia nilotica
3132,27.547695018445435,75.30626592705966,"75.30624792950924,27.547710856778068,75.30628392461007,27.5476791801128",saraca asoca
3133,27.662707446696807,74.88854298293226,"74.88851744790365,27.66273563781672,74.88856851796088,27.662679255576894",Azadirachta indica
3134,27.38595170520275,75.42630509932124,"75.4262527908977,27.385992490799527,75.42635740774476,27.385910919605973",Ailanthus excelsa
3135,27.386026863400406,75.42645266831067,"75.42643439370569,27.38604158967418,75.42647094291567,27.386012137126635",Dalbergia sissoo
3136,27.622052754931737,75.12269072498091,"75.12267174240701,27.622071955750645,75.12270970755483,27.62203355411283",Azadirachta indica
3137,27.579416559747408,75.15139938179061,"75.15135511530951,27.579459490191365,75.15144364827171,27.579373629303454",Mangifera indica
3138,27.490821887738484,75.435416180597,"75.43537767050233,27.49084344926694,75.43545469069166,27.49080032621003",Vachellia nilotica
3139,27.52946748792388,75.30073896796353,"75.30070108758339,27.529502552732904,75.30077684834365,27.52943242311486",Ailanthus excelsa
3140,27.52936263570987,75.30069437755182,"75.30065712090703,27.529394313718104,75.3007316341966,27.529330957701635",Vachellia nilotica
3141,27.529262172833207,75.30070739570223,"75.30068343973635,27.529297207522085,75.3007313516681,27.52922713814433",Vachellia nilotica
3142,27.529353952740088,75.30053485570261,"75.30051027594328,27.5293923741877,75.30055943546195,27.52931553129248",Vachellia nilotica
3143,27.463516568957488,75.08447463100094,"75.084425324215,27.46355948182595,75.0845239377869,27.463473656089025",Ailanthus excelsa
3144,27.65672977390936,75.16485991520425,"75.16482669694109,27.656762538918137,75.1648931334674,27.656697008900583",Mangifera indica
3145,25.77137627517604,71.41045418094726,"71.41042361287337,25.77140498531952,71.41048474902112,25.771347565032553",Prosopis cineraria
3146,27.578763356959563,74.92927021074556,"74.92924802931951,27.578792686157033,74.92929239217159,27.57873402776209",Ailanthus excelsa
3147,27.533130151832484,75.30608503001325,"75.30606768336607,27.533151631123662,75.30610237666043,27.533108672541307",Ailanthus excelsa
3148,27.533213398855946,75.3062033060495,"75.30616037507578,27.533252990171526,75.30624623702322,27.53317380754036",Albizia lebbeck
3149,27.53312703598104,75.30596254537951,"75.30593668204784,27.533158690310838,75.3059884087112,27.533095381651243",Vachellia nilotica
3150,27.678052228016263,74.90845325858325,"74.90843835137993,27.678068016663165,74.90846816578657,27.678036439369357",Prosopis cineraria
3151,27.60560991651441,75.41954954330737,"75.41952268589233,27.605625796129235,75.41957640072242,27.605594036899586",Prosopis cineraria
3152,27.60572946384437,75.41957248303696,"75.41952191774068,27.60575669972476,75.41962304833324,27.60570222796397",Vachellia nilotica
3153,27.605619735524733,75.41966105247658,"75.41961147597931,27.605657124580798,75.41971062897386,27.605582346468672",Prosopis cineraria
3154,27.68182382456112,74.88463689875122,"74.88460960698245,27.681859912649365,74.88466419052,27.681787736472867",Vachellia nilotica
3155,27.370335459097696,75.40512732247429,"75.40510935123457,27.37034679623824,75.405145293714,27.370324121957154",Vachellia nilotica
3156,27.370240933989123,75.40503470367983,"75.4049789185928,27.370281721795763,75.40509048876686,27.370200146182484",Vachellia nilotica
3157,27.37132676711894,75.40805973059581,"75.40802348895436,27.37135395701629,75.40809597223726,27.371299577221592",Ailanthus excelsa
3158,27.51082971941061,75.18989674382476,"75.18986103959354,27.510859108848283,75.18993244805598,27.51080032997293",Vachellia nilotica
3159,27.548108797398903,75.30540930991512,"75.30538756703716,27.548143827955588,75.30543105279307,27.548073766842222",Azadirachta indica
3160,27.54824796701057,75.30524225639931,"75.30519169480846,27.548277418448063,75.30529281799015,27.548218515573083",Ficus benghalensis
3161,27.658376227988384,75.16951909950347,"75.16949680603999,27.658404466882068,75.16954139296696,27.658347989094697",Dalbergia sissoo
3162,27.65833007178605,75.16942841292186,"75.16941338406687,27.658343631738028,75.16944344177686,27.65831651183408",Dalbergia sissoo
3163,27.65525710901012,74.93176376147606,"74.9317309584921,27.65527514835379,74.93179656446003,27.655239069666454",Azadirachta indica
3164,27.475487744196755,75.42716255816019,"75.42711679847474,27.475514968097396,75.42720831784564,27.475460520296114",Morus Alba
3165,27.47549064333651,75.42732103972119,"75.42731158977276,27.475500828656067,75.42733048966961,27.475480458016953",Morus Alba
3166,27.475294739586285,75.42717383351044,"75.42714332177206,27.475338843904616,75.4272043452488,27.475250635267955",Vachellia nilotica
3167,25.769884317260047,71.40332880739876,"71.40331769551989,25.769904807493266,71.40333991927766,25.76986382702683",Pongamia pinnata
3168,27.549965677862986,75.45150023712445,"75.45147152180617,27.549987211993663,75.45152895244273,27.54994414373231",Prosopis cineraria
3169,27.550118858529142,75.45124226580765,"75.45122596373709,27.550157279285987,75.4512585678782,27.550080437772305",Azadirachta indica
3170,27.533367405617216,75.3054476713707,"75.30543030272437,27.53338098552341,75.30546504001703,27.53335382571102",Morus Alba
3171,27.53328546151405,75.30524964736244,"75.30518523319617,27.533338641451834,75.3053140615287,27.53323228157628",Ficus religiosa
3172,27.65489755743756,74.93264254819135,"74.9326157561955,27.654930269997408,74.93266934018719,27.6548648448777",Ailanthus excelsa
3173,25.86541824625978,71.52560700705575,"71.52558843125753,25.865438874916855,71.52562558285398,25.865397617602703",prosopis juliflora
3174,27.58469378908624,75.16101778827647,"75.1609716269967,27.584738981710597,75.16106394955624,27.584648596461886",prosopis juliflora
3175,27.6196634583201,75.12557106074792,"75.12551238278837,27.61972896284792,75.12562973870745,27.619597953792283",Vachellia nilotica
3176,27.507054023693644,75.20561514098603,"75.20560156509454,27.507069842595797,75.2056287168775,27.507038204791492",prosopis juliflora
3177,27.50696832753259,75.2055684705908,"75.2055397284208,27.506995453724077,75.2055972127608,27.506941201341107",Prosopis cineraria
3178,27.50704981471005,75.20540868070279,"75.20538894752897,27.507072413613667,75.20542841387659,27.507027215806453",prosopis juliflora
3179,27.476821955656,75.08381940433425,"75.08377814721325,27.476851321412113,75.08386066145525,27.476792589899887",Ailanthus excelsa
3180,27.618518772904373,75.11833849928445,"75.11831509335819,27.618548133169046,75.1183619052107,27.618489412639697",Ailanthus excelsa
3181,27.569352881720853,75.15937924476253,"75.15934731902307,27.56938677274997,75.15941117050201,27.569318990691738",Azadirachta indica
3182,25.77078737051524,71.41650620992345,"71.41648304804293,25.77081257438605,71.41652937180397,25.770762166644424",prosopis juliflora
3183,27.41854297939572,75.00615276919464,"75.00611941747188,27.418582478612784,75.00618612091742,27.418503480178643",Prosopis cineraria
3184,27.661585874368942,75.12456668448777,"75.12453550964942,27.661616370967824,75.12459785932614,27.66155537777007",Prosopis cineraria
3185,27.435014597733293,75.41789206062839,"75.41785585186831,27.435055331832316,75.41792826938848,27.43497386363427",Dalbergia sissoo
3186,27.381106277142088,75.44073077338683,"75.44070179656144,27.38113119551497,75.44075975021221,27.381081358769208",Ailanthus excelsa
3187,27.41192397349928,75.0514008427221,"75.0513692472943,27.41196235441098,75.0514324381499,27.411885592587566",saraca asoca
3188,27.476997757693148,75.42675938992505,"75.42673858747014,27.477017005606893,75.42678019237995,27.476978509779403",Ailanthus excelsa
3189,27.536681613097105,75.36235737864021,"75.36231254925623,27.536715584185096,75.36240220802418,27.536647642009115",Ailanthus excelsa
3190,27.52873253827132,75.31364928472377,"75.31363097163933,27.528747249810294,75.3136675978082,27.52871782673235",Dalbergia sissoo
3191,27.528720251410235,75.31359323595353,"75.31357779982963,27.52874511276837,75.31360867207745,27.5286953900521",Prosopis cineraria
3192,27.52887629950704,75.31345221972634,"75.31340741668093,27.528923796635365,75.31349702277176,27.52882880237872",Prosopis cineraria
3193,25.77670605936473,71.39739175529382,"71.3973158896017,25.77677499890495,71.39746762098595,25.776637119824525",Vachellia nilotica
3194,25.776561664623507,71.39732281389317,"71.39729429098696,25.776599363708137,71.39735133679939,25.77652396553888",Azadirachta indica
3195,27.48773069540812,75.26689670361455,"75.26686890608799,27.48774767603947,75.26692450114109,27.48771371477676",Aegle Marmelos
3196,27.487630453231784,75.2667958639479,"75.26678260467722,27.487641763533617,75.2668091232186,27.48761914292995",Dalbergia sissoo
3197,27.52492526035825,75.30492782498139,"75.30489186175066,27.524965964513292,75.30496378821212,27.524884556203205",Vachellia nilotica
3198,27.52491483412509,75.30505089602973,"75.3050158417097,27.524940866071002,75.30508595034975,27.52488880217918",Ailanthus excelsa
3199,27.525039432543235,75.3048385839671,"75.30481744714992,27.525063176966988,75.3048597207843,27.52501568811948",Ailanthus excelsa
3200,27.387531403516675,75.42562910423777,"75.42559759389827,27.387556326501898,75.42566061457727,27.38750648053145",Dalbergia sissoo
3201,27.387613631234835,75.42567904008823,"75.4256257781756,27.387653291010647,75.42573230200085,27.38757397145902",Ficus benghalensis
3202,27.52842021014033,75.30439157080195,"75.30436032828366,27.528451875970465,75.30442281332024,27.528388544310204",Ailanthus excelsa
3203,27.527339541532665,75.31683586803781,"75.31680812014497,27.52737458761635,75.31686361593066,27.527304495448973",Prosopis cineraria
3204,27.57624322955315,75.40882006096271,"75.40880496486348,27.5762703571448,75.40883515706194,27.576216101961503",Vachellia nilotica
3205,27.432480454623267,75.11181283167667,"75.11175564792299,27.432526769140257,75.11187001543037,27.43243414010628",Ficus benghalensis
3206,27.432389016997348,75.11184878520625,"75.1118073916605,27.432416134298624,75.11189017875199,27.43236189969607",Azadirachta indica
3207,27.43241741548311,75.111616888474,"75.11158481905274,27.432441139738245,75.11164895789527,27.432393691227976",Ficus benghalensis
3208,27.448251934031152,75.05370357867844,"75.0536566341261,27.44828580718316,75.05375052323076,27.448218060879142",Azadirachta indica
3209,27.54623782509139,75.30947164369452,"75.3094526941481,27.54625253748108,75.30949059324094,27.546223112701696",Pongamia pinnata
3210,27.536757824792204,75.36255859647457,"75.36253113660261,27.536780465899437,75.36258605634652,27.536735183684968",Ailanthus excelsa
3211,27.53635981577685,75.36372353249332,"75.36369078938388,27.536411811279763,75.36375627560277,27.53630782027395",Vachellia nilotica
3212,27.53646481353708,75.36370457267995,"75.36369607598422,27.536479505937116,75.36371306937566,27.536450121137044",Azadirachta indica
3213,27.52830115748901,75.3117761905643,"75.31174493429441,27.528327182598975,75.3118074468342,27.528275132379047",Moringa oleifera
3214,27.47952303113353,75.08092676277035,"75.08089877960516,27.479538846350277,75.08095474593553,27.479507215916783",Dalbergia sissoo
3215,27.479591944717946,75.08079711998576,"75.08077514777548,27.479608884916555,75.08081909219604,27.47957500451933",Ailanthus excelsa
3216,27.479699174779263,75.08075765758943,"75.08074264367706,27.479714982438697,75.08077267150179,27.479683367119826",Azadirachta indica
3217,27.5790900520374,75.15881059637567,"75.15878291912249,27.57910813934093,75.15883827362886,27.57907196473387",Prosopis cineraria
3218,27.57899523846012,75.15882929805935,"75.15880685787373,27.579022347606333,75.15885173824496,27.578968129313903",Vachellia leucophloea
3219,27.5437793969869,75.30617784032096,"75.30615291784353,27.543808792295597,75.30620276279838,27.543750001678205",Prosopis cineraria
3220,27.54365478960574,75.30639335169525,"75.3063740888011,27.54367063074912,75.30641261458938,27.54363894846236",Prosopis cineraria
3221,27.58405384192588,75.43646042641879,"75.43642608515519,27.584096831391605,75.43649476768239,27.584010852460153",Vachellia nilotica
3222,27.58407447139028,75.43635950667408,"75.43634754676701,27.584092564353142,75.43637146658115,27.58405637842741",Vachellia nilotica
3223,27.434445912004428,75.41635986926363,"75.41634789647524,27.43445723264336,75.41637184205202,27.43443459136549",Morus Alba
3224,27.43434219246855,75.41632596381604,"75.41631588815986,27.434353507437695,75.41633603947221,27.4343308774994",Ailanthus excelsa
3225,27.43437971733247,75.41623061490235,"75.41621742392306,27.43440345495759,75.41624380588163,27.43435597970735",Ailanthus excelsa
3226,27.56673803174898,75.15145336792676,"75.15141115341264,27.566773060671604,75.1514955824409,27.566703002826355",Vachellia nilotica
3227,27.566636536785182,75.15139070534514,"75.15135561683913,27.56667381488537,75.15142579385116,27.56659925868499",Prosopis cineraria
3228,27.48331561956793,75.456095836741,"75.45608607713419,27.483326936302777,75.45610559634781,27.48330430283308",Ailanthus excelsa
3229,27.366235934513217,75.41157959995908,"75.41152882511194,27.366263168169812,75.41163037480621,27.36620870085662",Vachellia nilotica
3230,27.36617134619973,75.41166910427305,"75.41162969272715,27.366195160885194,75.41170851581893,27.36614753151427",Vachellia nilotica
3231,27.36609732073924,75.4115146239136,"75.41148155726883,27.366127887670157,75.41154769055838,27.366066753808315",Vachellia nilotica
3232,27.4797212560818,75.08349894704352,"75.08346528651438,27.47975851665136,75.08353260757265,27.479683995512246",Azadirachta indica
3233,27.58166221972459,75.14614362123773,"75.14610203855561,27.58170176022838,75.14618520391984,27.581622679220796",Phyllanthus emblica
3234,27.41203586076318,75.05395160731933,"75.05393534405546,27.412071979304002,75.05396787058322,27.411999742222356",Ailanthus excelsa
3235,27.41191166834598,75.05409759990697,"75.05406710967829,27.411945535407867,75.05412809013565,27.411877801284096",Vachellia nilotica
3236,27.47570697495996,75.4252193699813,"75.42520520123685,27.47572394542828,75.42523353872576,27.47569000449164",Ailanthus excelsa
3237,27.475814368598403,75.42515778568499,"75.42511391453255,27.475839329117736,75.42520165683743,27.47578940807907",Vachellia nilotica
3238,27.48291604435001,75.26598734602337,"75.26594187839518,27.482951114400965,75.26603281365156,27.482880974299054",Ailanthus excelsa
3239,27.57044135827759,75.32815423294979,"75.32811982309848,27.570474165243617,75.3281886428011,27.57040855131157",Azadirachta indica
3240,27.57033380413172,75.32830207323755,"75.32823542944634,27.57038587133391,75.32836871702878,27.570281736929523",Vachellia nilotica
3241,27.436094143164187,75.41538900885018,"75.41537704423602,27.436107720668904,75.41540097346434,27.43608056565947",Ailanthus excelsa
3242,27.4628121303112,75.21047670305109,"75.21046220155833,27.462836979125345,75.21049120454384,27.462787281497047",Ailanthus excelsa
3243,27.46275803173655,75.2104308984689,"75.21038842380239,27.46279195077339,75.2104733731354,27.462724112699703",Ailanthus excelsa
3244,27.481185975760617,75.19111989662076,"75.19108435454964,27.481211979898205,75.19115543869188,27.481159971623025",Prosopis cineraria
3245,27.365476756419643,75.4110942674865,"75.4110659116023,27.365499409890838,75.41112262337073,27.365454102948448",Morus Alba
3246,27.365358857909385,75.41089254323404,"75.41088343364895,27.365373555203973,75.41090165281915,27.3653441606148",Azadirachta indica
3247,27.545481966606808,75.30937235666084,"75.3093568761812,27.54549215735484,75.30938783714049,27.545471775858775",Ailanthus excelsa
3248,27.545556379397446,75.30940231716052,"75.30939065375182,27.545573332513683,75.30941398056922,27.54553942628121",Ailanthus excelsa
3249,27.66725408225332,74.9215534680348,"74.92153127632538,27.667269868216323,74.92157565974424,27.66723829629032",Azadirachta indica
3250,27.68799232713917,75.13841273532475,"75.13837635611972,27.688045401173575,75.13844911452978,27.687939253104762",Dalbergia sissoo
3251,27.687885157484587,75.13837853101896,"75.1383495667833,27.68791226949187,75.1384074952546,27.687858045477302",Ficus benghalensis
3252,27.666423480926696,74.92146470626723,"74.92138481215532,27.66648662975815,74.92154460037914,27.66636033209524",Vachellia nilotica
3253,27.65488761945729,74.93079449785643,"74.9307721494271,27.654906792259627,74.93081684628574,27.654868446654962",Ficus religiosa
3254,27.58200544917991,75.14598006823196,"75.14595051083943,27.5820404630793,75.1460096256245,27.581970435280518",Ailanthus excelsa
3255,27.646600048260453,75.14413972457375,"75.14410556014272,27.64663845168502,75.14417388900478,27.64656164483588",Ailanthus excelsa
3256,27.68684569895701,75.13038577602981,"75.13035650925117,27.686886351127317,75.13041504280844,27.68680504678671",Dalbergia sissoo
3257,27.44357664017896,75.05043980033935,"75.05040297792232,27.443615022599896,75.05047662275636,27.44353825775802",Ziziphus jujuba
3258,27.443433326770887,75.05042202676344,"75.0504098609525,27.443452515719475,75.05043419257439,27.443414137822295",Prosopis cineraria
3259,27.443409651773493,75.05035687435057,"75.05034186304935,27.443429970247514,75.05037188565178,27.44338933329947",Prosopis cineraria
3260,27.443409651773493,75.05035687435057,"75.05034186304935,27.443429970247514,75.05037188565178,27.44338933329947",Prosopis cineraria
3261,27.5362323113657,75.36458014937779,"75.36454795401882,27.53625835071246,75.36461234473677,27.53620627201894",Prosopis cineraria
3262,27.687447007000323,75.13980856140319,"75.1397805527118,27.687477503726896,75.13983657009456,27.68741651027375",Azadirachta indica
3263,27.687293665767484,75.13968017161162,"75.13964724491258,27.68731965358209,75.13971309831064,27.68726767795288",Azadirachta indica
3264,27.68065107386561,74.88703897941875,"74.8870180418551,27.680672497594966,74.88705991698241,27.680629650136257",Dalbergia sissoo
3265,27.57037289893289,75.32942510537498,"75.32939415134283,27.5703966702431,75.32945605940714,27.570349127622695",Ailanthus excelsa
3266,27.65567868327108,75.1633665472485,"75.16334455112151,27.655694507714568,75.16338854337548,27.655662858827583",Azadirachta indica
3267,27.655581468593795,75.16350786698024,"75.16347526384929,27.65560181943391,75.16354047011117,27.655561117753674",Ziziphus jujuba
3268,27.65574200993575,75.16325400843655,"75.16323597599627,27.65576008662529,75.16327204087682,27.655723933246207",Azadirachta indica
3269,27.434549429220187,75.41683897174258,"75.41681444050066,27.43458448568926,75.41686350298448,27.434514372751114",Ailanthus excelsa
3270,27.4772816160414,75.42803111396265,"75.42802074552988,27.477299703585988,75.4280414823954,27.477263528496817",Vachellia nilotica
3271,27.477108117187456,75.4279377638112,"75.42792769424697,27.477121689889636,75.42794783337543,27.477094544485272",Ailanthus excelsa
3272,27.612850372194902,74.90505621369797,"74.90501897052931,27.61288532942642,74.90509345686665,27.612815414963386",Ailanthus excelsa
3273,25.768697773208835,71.41767738015746,"71.41763578812062,25.768735693087844,71.4177189721943,25.76865985332983",Azadirachta indica
3274,27.667636479310247,75.13904409799088,"75.13902021048534,27.667664714892513,75.13906798549641,27.66760824372798",Azadirachta indica
3275,27.468546233078165,75.21256088987673,"75.21252552155262,27.46857562791833,75.21259625820085,27.468516838237996",Prosopis cineraria
3276,27.46869887687798,75.21236618836647,"75.21234360163382,27.468713581749558,75.21238877509911,27.4686841720064",Prosopis cineraria
3277,27.46589707471082,75.30464250840919,"75.30460529890279,27.46593778174947,75.30467971791558,27.46585636767217",Vachellia nilotica
3278,27.479614577792475,75.25731785740984,"75.2572914253508,27.479674436644466,75.25734428946889,27.479554718940484",Ailanthus excelsa
3279,27.479709714820977,75.25713176397306,"75.25709041749025,27.479749288353954,75.25717311045587,27.479670141288004",Prosopis cineraria
3280,27.50518537996666,75.20475945255295,"75.20473277348437,27.505215888427124,75.20478613162153,27.505154871506196",Prosopis cineraria
3281,27.5832009765413,75.15492192092272,"75.15488082209775,27.583245033029264,75.15496301974768,27.583156920053334",Vachellia nilotica
3282,27.61594519327704,74.90585531044515,"74.90581664512023,27.61597563584472,74.90589397577007,27.615914750709358",Azadirachta indica
3283,27.50065537865605,75.20338808653237,"75.2033553968884,27.500685895655916,75.20342077617634,27.50062486165618",Vachellia nilotica
3284,27.550292023823523,75.30558025816418,"75.30554363522691,27.55032595863881,75.30561688110147,27.55025808900824",Ziziphus mauritiana
3285,27.50252726294805,75.21701920331554,"75.2169882946711,27.502576964659514,75.21705011195999,27.502477561236578",Vachellia nilotica
3286,27.50269571527899,75.21682194841328,"75.21677947154205,27.502735278574075,75.21686442528451,27.5026561519839",Vachellia nilotica
3287,27.514899899717395,75.29012351758769,"75.29008657914088,27.514931574285214,75.2901604560345,27.514868225149577",Eucalyptus tereticornis
3288,27.51481448515517,75.28995558914853,"75.28992874658022,27.51483485380347,75.28998243171685,27.514794116506877",Ailanthus excelsa
3289,27.583882815929947,75.31736770214849,"75.3173522333073,27.58389864986544,75.31738317098966,27.583866981994454",Vachellia nilotica
3290,27.3626597680592,75.41118087010861,"75.41113141074564,27.362700539687886,75.41123032947159,27.362618996430506",Vachellia nilotica
3291,27.362499865327468,75.41106399624402,"75.4110240164073,27.36254060900602,75.41110397608075,27.362459121648914",Morus Alba
3292,27.622141484972097,75.12568062666645,"75.12565327050767,27.622177620870048,75.12570798282523,27.622105349074143",Ailanthus excelsa
3293,27.622237431705283,75.12565128000988,"75.12561630805297,27.62226116129802,75.12568625196678,27.622213702112546",Prosopis cineraria
3294,27.62236270176548,75.12564065406578,"75.12562024279,27.62237851886274,75.12566106534155,27.622346884668225",Prosopis cineraria
3295,27.444850443766946,75.04802662878627,"75.04800435149161,27.444888820531073,75.04804890608094,27.444812067002818",Azadirachta indica
3296,27.55005836922001,75.30147397857235,"75.30144779042655,27.550088894896586,75.30150016671816,27.550027843543432",Ailanthus excelsa
3297,27.55000736283064,75.30157765913467,"75.30154770050632,27.550048052998452,75.30160761776303,27.549966672662826",Vachellia nilotica
3298,27.413320611627697,75.05829451560692,"75.05826355562424,27.41336125084089,75.05832547558961,27.413279972414504",Ficus religiosa
3299,27.41322924551982,75.05819156552128,"75.05817655558796,27.413241665366357,75.0582065754546,27.41321682567328",Ailanthus excelsa
3300,27.60287038627232,75.4126505133805,"75.41263476442447,27.60289300229814,75.41266626233651,27.6028477702465",Azadirachta indica
3301,27.58179095190245,75.43548548427489,"75.43545269962016,27.581827165486363,75.43551826892963,27.58175473831853",Azadirachta indica
3302,27.581867184877943,75.43564567471756,"75.43560997819564,27.581887609169097,75.43568137123948,27.58184676058679",Aegle Marmelos
3303,27.58172727324908,75.43564005612724,"75.43562459582553,27.581740863288374,75.43565551642895,27.581713683209788",Acalypha fruticosa
3304,27.58190169366153,75.4354368466863,"75.43538735302263,27.58195601501289,75.43548634034997,27.58184737231017",Prosopis cineraria
3305,27.66123254410308,74.89138959633593,"74.89135883554229,27.66125960319451,74.89142035712958,27.661205485011642",Ailanthus excelsa
3306,27.66123254410308,74.89138959633593,"74.89135883554229,27.66125960319451,74.89142035712958,27.661205485011642",Ailanthus excelsa
3307,27.46357640201631,75.08443735570245,"75.08442029986011,27.463606881829776,75.08445441154477,27.463545922202847",Ailanthus excelsa
3308,27.61393175069277,74.9071674185414,"74.90714316742628,27.613958817856197,74.90719166965654,27.613904683529345",Prosopis cineraria
3309,27.497692158815603,75.20325498239094,"75.2032085354282,27.497724952867785,75.20330142935369,27.49765936476342",Vachellia nilotica
3310,27.36324686357553,75.41414195856542,"75.41413157304247,27.363258179370032,75.41415234408838,27.363235547781024",Azadirachta indica
3311,25.771296110215765,71.41290767458702,"71.41288499764948,25.771314536664317,71.41293035152454,25.771277683767213",Azadirachta indica
3312,27.52536028349848,75.30312397586418,"75.30308294241293,27.525398741279744,75.30316500931544,27.52532182571721",Vachellia nilotica
3313,25.77197195239277,71.4169114718692,"71.41688858416232,25.772010689449,71.41693435957608,25.771933215336553",Azadirachta indica
3314,27.550059497690008,75.30147398165334,"75.30144779658853,27.55009115183658,75.30150016671816,27.550027843543432",Moringa oleifera
3315,27.550007363517388,75.30157734261253,"75.30154706746204,27.550048054371953,75.30160761776303,27.549966672662826",Vachellia nilotica
3316,27.54981369716848,75.30137835350587,"75.30135782273392,27.549829540362715,75.30139888427782,27.549797853974248",Ziziphus jujuba
3317,27.55005737324897,75.3014128867176,"75.30139457156088,27.55007321164295,75.30143120187434,27.550041534854994",Moringa oleifera
3318,27.49671523818316,75.20455521989223,"75.2045282180777,27.496741233147304,75.20458222170676,27.49668924321901",Vachellia nilotica
3319,27.49647596565078,75.2045773981946,"75.20452527831576,27.496520053388185,75.20462951807345,27.496431877913377",Vachellia nilotica
3320,27.62378021229423,75.13037101004764,"75.13035266333299,27.62380054203116,75.1303893567623,27.623759882557298",Moringa oleifera
3321,27.65731359647312,75.1654664193862,"75.16543114510873,27.65734862100968,75.16550169366367,27.65727857193656",Vachellia nilotica
3322,27.3804389237199,75.43943048067456,"75.43937878947254,27.380474069792985,75.43948217187658,27.380403777646816",Morus Alba
3323,27.38039974433629,75.43932951010368,"75.43931534211359,27.38041333086428,75.43934367809378,27.380386157808314",Azadirachta indica
3324,27.380385961793767,75.43940593657575,"75.4393747830733,27.38041991469967,75.4394370900782,27.380352008887865",Azadirachta indica
3325,27.36766135602207,75.4134458042592,"75.41342758539956,27.367690750931498,75.41346402311885,27.367631961112643",Ailanthus excelsa
3326,27.338448014458542,75.43784185030188,"75.43780089235612,27.338476355345264,75.43788280824764,27.338419673571824",prosopis juliflora
3327,27.52912190773161,75.30449065801872,"75.30446540323786,27.52914453263106,75.30451591279957,27.529099282832174",Ailanthus excelsa
3328,27.52724256252744,75.31630931967749,"75.31627870738458,27.527271972625567,75.31633993197038,27.527213152429315",Ficus benghalensis
3329,27.66154104704608,75.12547265668279,"75.12543783966514,27.66157267561127,75.12550747370044,27.661509418480886",Vachellia nilotica
3330,27.66161010217635,75.12523082296241,"75.12520249734882,27.66163833941786,75.12525914857598,27.661581864934842",Azadirachta indica
3331,27.30063455748617,75.41283716916428,"75.41281704095574,27.30065718709185,75.41285729737282,27.30061192788048",Vachellia leucophloea
3332,27.5346430276556,75.36558858602723,"75.3655611235698,27.534664540891942,75.36561604848464,27.53462151441925",Ailanthus excelsa
3333,27.478127895640228,75.13971420501494,"75.13969447061794,27.47815612782919,75.13973393941195,27.478099663451264",Ziziphus jujuba
3334,27.49067159580841,75.43512074998743,"75.4351069149846,27.490693080114315,75.43513458499027,27.490650111502514",Ailanthus excelsa
